case_id,scenario,expected_policy_action,expected_stop_condition,high_value,within_recovery_window,attempts,successful_payments,has_contact_method
RC_000867,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000868,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000869,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000870,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000871,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000872,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,5,true
RC_000873,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000874,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,2,true
RC_000875,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000876,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000877,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,3,2,true
RC_000878,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000879,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000880,INSUFFICIENT_FUNDS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000881,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000882,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000883,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000884,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000885,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000886,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000887,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000888,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,20,true
RC_000889,RISK_REJECTION,STOP,RISK_REJECTED,false,true,1,8,true
RC_000890,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,5,true
RC_000891,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,true,true,1,0,true
RC_000892,AUTHENTICATION_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,5,true
RC_000893,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000894,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,3,1,true
RC_000895,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000896,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000897,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000898,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000899,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000900,TIMEOUT,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,12,true
RC_000901,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000902,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000903,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000904,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,12,true
RC_000905,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000906,INVALID_PAYMENT_DETAILS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,8,true
RC_000907,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000908,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,5,true
RC_000909,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000910,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000911,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,0,true
RC_000912,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000913,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,2,12,true
RC_000914,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000915,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,5,true
RC_000916,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000917,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000918,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000919,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000920,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000921,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,12,true
RC_000922,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,12,true
RC_000923,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000924,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000925,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,12,true
RC_000926,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000927,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000928,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,30,true
RC_000929,UNKNOWN,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000930,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000931,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000932,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000933,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,1,true
RC_000934,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,2,true
RC_000935,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000936,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000937,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000938,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,3,true
RC_000939,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,5,true
RC_000940,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,12,true
RC_000941,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000942,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,5,true
RC_000943,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000944,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,12,true
RC_000945,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000946,UNKNOWN,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000947,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,2,1,true
RC_000948,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,2,0,true
RC_000949,RISK_REJECTION,STOP,RISK_REJECTED,false,false,1,20,true
RC_000950,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000951,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000952,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000953,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000954,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000955,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,2,0,true
RC_000956,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000957,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,2,true
RC_000958,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000959,INSUFFICIENT_FUNDS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000960,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,3,1,true
RC_000961,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000962,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,20,true
RC_000963,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,3,true
RC_000964,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000965,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,30,true
RC_000966,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000967,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,2,true
RC_000968,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000969,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,2,3,true
RC_000970,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,30,true
RC_000971,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,1,2,true
RC_000972,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000973,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,1,true
RC_000974,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,0,true
RC_000975,CUSTOMER_ABANDONMENT,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,20,true
RC_000976,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000977,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000978,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000979,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,20,true
RC_000980,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000981,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000982,RISK_REJECTION,STOP,RISK_REJECTED,false,true,3,30,true
RC_000983,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,1,true
RC_000984,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000985,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000986,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,0,true
RC_000987,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,2,5,true
RC_000988,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000989,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,30,true
RC_000990,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,2,8,true
RC_000991,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,5,true
RC_000992,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000993,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,12,true
RC_000994,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000995,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000996,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000997,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,20,true
RC_000998,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,1,true
RC_000999,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_001000,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
