case_id,payment_id,failure_category,revenue_at_risk,recoverability_status,recovery_probability,priority,recommended_action,preferred_method,reasoning,confidence,stop_condition,action_status,recovery_attempt_count,max_recovery_attempts,recovery_link_id,recovery_link_url,amount_recovered,created_at,updated_at
RC_000741,PAY_000741,GATEWAY_FAILURE,49900,PENDING_ASSESSMENT,0.95,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.8489,,NONE,0,3,,,0,2026-09-05T14:10:00+00:00,2026-09-05T14:10:00+00:00
RC_000742,PAY_000742,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.5,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.8205,,NONE,0,3,,,0,2026-09-05T08:02:00+00:00,2026-09-05T08:02:00+00:00
RC_000743,PAY_000743,BANK_DECLINE,79900,PENDING_ASSESSMENT,0.4,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.7765,,NONE,1,3,,,0,2026-09-05T15:34:00+00:00,2026-09-05T15:34:00+00:00
RC_000744,PAY_000744,GATEWAY_FAILURE,399900,PENDING_ASSESSMENT,0.85,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.7215,,NONE,0,3,,,0,2026-09-05T14:06:00+00:00,2026-09-05T14:06:00+00:00
RC_000745,PAY_000745,AUTHENTICATION_FAILURE,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,upi,Synthetic scenario: authentication failure.,0.9657,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T00:10:00+00:00,2026-09-05T00:10:00+00:00
RC_000746,PAY_000746,GATEWAY_FAILURE,2499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,wallet,Synthetic scenario: gateway failure.,0.7529,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000747,PAY_000747,INVALID_PAYMENT_DETAILS,49900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: invalid payment details.,0.84,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-03T16:06:00+00:00,2026-09-03T16:06:00+00:00
RC_000748,PAY_000748,INSUFFICIENT_FUNDS,149900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: insufficient funds.,0.8866,RECOVERY_WINDOW_EXPIRED,NONE,3,3,,,0,2026-09-04T14:03:00+00:00,2026-09-04T14:03:00+00:00
RC_000749,PAY_000749,INSUFFICIENT_FUNDS,99900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.7531,,NONE,0,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000750,PAY_000750,BANK_DECLINE,49900,PENDING_ASSESSMENT,0.4,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.965,,NONE,0,3,,,0,2026-09-05T08:10:00+00:00,2026-09-05T08:10:00+00:00
RC_000751,PAY_000751,GATEWAY_FAILURE,199900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: gateway failure.,0.8,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-03T16:03:00+00:00,2026-09-03T16:03:00+00:00
RC_000752,PAY_000752,GATEWAY_FAILURE,199900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: gateway failure.,0.8036,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T14:05:00+00:00,2026-09-05T14:05:00+00:00
RC_000753,PAY_000753,GATEWAY_FAILURE,1499900,PENDING_ASSESSMENT,0.8,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: gateway failure.,0.7796,,NONE,0,3,,,0,2026-09-04T17:05:00+00:00,2026-09-04T17:05:00+00:00
RC_000754,PAY_000754,TIMEOUT,79900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: timeout.,0.7682,RECOVERY_WINDOW_EXPIRED,NONE,2,3,,,0,2026-09-03T16:03:00+00:00,2026-09-03T16:03:00+00:00
RC_000755,PAY_000755,TIMEOUT,2499900,PENDING_ASSESSMENT,0.85,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: timeout.,0.8246,,NONE,0,3,,,0,2026-09-04T17:03:00+00:00,2026-09-04T17:03:00+00:00
RC_000756,PAY_000756,UNKNOWN,249900,PENDING_ASSESSMENT,0.25,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: unknown.,0.7369,,NONE,0,3,,,0,2026-09-05T00:06:00+00:00,2026-09-05T00:06:00+00:00
RC_000757,PAY_000757,GATEWAY_FAILURE,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: gateway failure.,0.9052,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:03:00+00:00,2026-09-03T16:03:00+00:00
RC_000758,PAY_000758,AUTHENTICATION_FAILURE,499900,PENDING_ASSESSMENT,0.65,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: authentication failure.,0.7879,,NONE,0,3,,,0,2026-09-05T00:09:00+00:00,2026-09-05T00:09:00+00:00
RC_000759,PAY_000759,RISK_REJECTION,499900,PENDING_ASSESSMENT,0.05,MEDIUM,STOP,wallet,Synthetic scenario: risk rejection.,0.7959,RISK_REJECTED,NONE,1,3,,,0,2026-09-05T08:04:00+00:00,2026-09-05T08:04:00+00:00
RC_000760,PAY_000760,INSUFFICIENT_FUNDS,199900,PENDING_ASSESSMENT,0.25,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: insufficient funds.,0.7876,,NONE,2,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000761,PAY_000761,BANK_DECLINE,999900,PENDING_ASSESSMENT,0.45,HIGH,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.9566,,NONE,0,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000762,PAY_000762,UNKNOWN,999900,PENDING_ASSESSMENT,0.1,HIGH,STOP,upi,Synthetic scenario: unknown.,0.784,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000763,PAY_000763,BANK_DECLINE,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,wallet,Synthetic scenario: bank decline.,0.8786,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:10:00+00:00,2026-09-03T16:10:00+00:00
RC_000764,PAY_000764,INSUFFICIENT_FUNDS,2499900,PENDING_ASSESSMENT,0.35,CRITICAL,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.8122,,NONE,0,3,,,0,2026-09-05T14:06:00+00:00,2026-09-05T14:06:00+00:00
RC_000765,PAY_000765,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.9244,,NONE,0,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000766,PAY_000766,CUSTOMER_ABANDONMENT,299900,PENDING_ASSESSMENT,0.65,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: customer abandonment.,0.8708,,NONE,1,3,,,0,2026-09-05T08:00:00+00:00,2026-09-05T08:00:00+00:00
RC_000767,PAY_000767,RISK_REJECTION,99900,PENDING_ASSESSMENT,0.02,LOW,STOP,card,Synthetic scenario: risk rejection.,0.7234,RISK_REJECTED,NONE,3,3,,,0,2026-09-05T14:09:00+00:00,2026-09-05T14:09:00+00:00
RC_000768,PAY_000768,INVALID_PAYMENT_DETAILS,149900,PENDING_ASSESSMENT,0.5,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: invalid payment details.,0.7968,,NONE,2,3,,,0,2026-09-04T17:02:00+00:00,2026-09-04T17:02:00+00:00
RC_000769,PAY_000769,BANK_DECLINE,49900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.7555,,NONE,0,3,,,0,2026-09-05T14:06:00+00:00,2026-09-05T14:06:00+00:00
RC_000770,PAY_000770,BANK_DECLINE,999900,PENDING_ASSESSMENT,0.45,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.843,,NONE,1,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000771,PAY_000771,GATEWAY_FAILURE,249900,PENDING_ASSESSMENT,0.8,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.8037,,NONE,0,3,,,0,2026-09-05T00:08:00+00:00,2026-09-05T00:08:00+00:00
RC_000772,PAY_000772,TIMEOUT,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,upi,Synthetic scenario: timeout.,0.9227,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:04:00+00:00,2026-09-04T14:04:00+00:00
RC_000773,PAY_000773,TIMEOUT,99900,PENDING_ASSESSMENT,0.85,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: timeout.,0.9237,,NONE,1,3,,,0,2026-09-05T08:07:00+00:00,2026-09-05T08:07:00+00:00
RC_000774,PAY_000774,UNKNOWN,99900,PENDING_ASSESSMENT,0.2,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: unknown.,0.8934,,NONE,0,3,,,0,2026-09-05T08:07:00+00:00,2026-09-05T08:07:00+00:00
RC_000775,PAY_000775,RISK_REJECTION,299900,PENDING_ASSESSMENT,0.05,MEDIUM,STOP,wallet,Synthetic scenario: risk rejection.,0.8531,RISK_REJECTED,NONE,0,3,,,0,2026-09-05T08:07:00+00:00,2026-09-05T08:07:00+00:00
RC_000776,PAY_000776,TIMEOUT,2499900,PENDING_ASSESSMENT,0.75,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: timeout.,0.9685,,NONE,0,3,,,0,2026-09-05T15:33:00+00:00,2026-09-05T15:33:00+00:00
RC_000777,PAY_000777,CUSTOMER_ABANDONMENT,249900,PENDING_ASSESSMENT,0.5,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: customer abandonment.,0.963,,NONE,2,3,,,0,2026-09-05T08:08:00+00:00,2026-09-05T08:08:00+00:00
RC_000778,PAY_000778,RISK_REJECTION,1499900,PENDING_ASSESSMENT,0.05,CRITICAL,STOP,card,Synthetic scenario: risk rejection.,0.8129,RISK_REJECTED,NONE,1,3,,,0,2026-09-04T17:06:00+00:00,2026-09-04T17:06:00+00:00
RC_000779,PAY_000779,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.9278,,NONE,0,3,,,0,2026-09-05T15:39:00+00:00,2026-09-05T15:39:00+00:00
RC_000780,PAY_000780,INVALID_PAYMENT_DETAILS,199900,PENDING_ASSESSMENT,0.1,LOW,STOP,wallet,Synthetic scenario: invalid payment details.,0.8938,LOW_CONFIDENCE,NONE,0,3,,,0,2026-09-05T08:10:00+00:00,2026-09-05T08:10:00+00:00
RC_000781,PAY_000781,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: bank decline.,0.8585,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:07:00+00:00,2026-09-04T14:07:00+00:00
RC_000782,PAY_000782,RISK_REJECTION,199900,PENDING_ASSESSMENT,0.02,LOW,STOP,upi,Synthetic scenario: risk rejection.,0.8201,RISK_REJECTED,NONE,3,3,,,0,2026-09-05T08:03:00+00:00,2026-09-05T08:03:00+00:00
RC_000783,PAY_000783,CUSTOMER_ABANDONMENT,1499900,PENDING_ASSESSMENT,0.6,CRITICAL,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: customer abandonment.,0.9268,,NONE,1,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000784,PAY_000784,BANK_DECLINE,249900,PENDING_ASSESSMENT,0.4,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.7363,,NONE,0,3,,,0,2026-09-05T14:01:00+00:00,2026-09-05T14:01:00+00:00
RC_000785,PAY_000785,RISK_REJECTION,149900,PENDING_ASSESSMENT,0.05,LOW,STOP,netbanking,Synthetic scenario: risk rejection.,0.9666,RISK_REJECTED,NONE,0,3,,,0,2026-09-03T16:09:00+00:00,2026-09-03T16:09:00+00:00
RC_000786,PAY_000786,GATEWAY_FAILURE,199900,PENDING_ASSESSMENT,0.85,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.9014,,NONE,0,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000787,PAY_000787,BANK_DECLINE,2499900,PENDING_ASSESSMENT,0.5,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.9372,,NONE,0,3,,,0,2026-09-05T00:09:00+00:00,2026-09-05T00:09:00+00:00
RC_000788,PAY_000788,BANK_DECLINE,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,card,Synthetic scenario: bank decline.,0.9684,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:02:00+00:00,2026-09-04T14:02:00+00:00
RC_000789,PAY_000789,GATEWAY_FAILURE,2499900,PENDING_ASSESSMENT,0.85,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: gateway failure.,0.73,,NONE,1,3,,,0,2026-09-05T14:06:00+00:00,2026-09-05T14:06:00+00:00
RC_000790,PAY_000790,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.55,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.8568,,NONE,0,3,,,0,2026-09-05T15:34:00+00:00,2026-09-05T15:34:00+00:00
RC_000791,PAY_000791,RISK_REJECTION,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: risk rejection.,0.7648,RISK_REJECTED,NONE,0,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000792,PAY_000792,AUTHENTICATION_FAILURE,99900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: authentication failure.,0.8202,,NONE,0,3,,,0,2026-09-05T08:04:00+00:00,2026-09-05T08:04:00+00:00
RC_000793,PAY_000793,INSUFFICIENT_FUNDS,249900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: insufficient funds.,0.9394,,NONE,0,3,,,0,2026-09-05T00:04:00+00:00,2026-09-05T00:04:00+00:00
RC_000794,PAY_000794,INVALID_PAYMENT_DETAILS,499900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,upi,Synthetic scenario: invalid payment details.,0.8625,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:02:00+00:00,2026-09-04T14:02:00+00:00
RC_000795,PAY_000795,AUTHENTICATION_FAILURE,999900,PENDING_ASSESSMENT,0.65,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: authentication failure.,0.9494,,NONE,0,3,,,0,2026-09-05T15:31:00+00:00,2026-09-05T15:31:00+00:00
RC_000796,PAY_000796,UNKNOWN,399900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: unknown.,0.7296,,NONE,0,3,,,0,2026-09-04T17:07:00+00:00,2026-09-04T17:07:00+00:00
RC_000797,PAY_000797,UNKNOWN,2499900,PENDING_ASSESSMENT,0.2,CRITICAL,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: unknown.,0.9646,,NONE,2,3,,,0,2026-09-05T15:36:00+00:00,2026-09-05T15:36:00+00:00
RC_000798,PAY_000798,GATEWAY_FAILURE,999900,PENDING_ASSESSMENT,0.85,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: gateway failure.,0.7946,,NONE,0,3,,,0,2026-09-05T15:31:00+00:00,2026-09-05T15:31:00+00:00
RC_000799,PAY_000799,BANK_DECLINE,49900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.7697,,NONE,1,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000800,PAY_000800,AUTHENTICATION_FAILURE,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,wallet,Synthetic scenario: authentication failure.,0.7696,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:09:00+00:00,2026-09-04T14:09:00+00:00
RC_000801,PAY_000801,RISK_REJECTION,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,netbanking,Synthetic scenario: risk rejection.,0.8449,RISK_REJECTED,NONE,0,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000802,PAY_000802,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: bank decline.,0.7291,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T08:01:00+00:00,2026-09-05T08:01:00+00:00
RC_000803,PAY_000803,AUTHENTICATION_FAILURE,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: authentication failure.,0.8126,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:00:00+00:00,2026-09-03T16:00:00+00:00
RC_000804,PAY_000804,INVALID_PAYMENT_DETAILS,999900,PENDING_ASSESSMENT,0.1,HIGH,STOP,wallet,Synthetic scenario: invalid payment details.,0.8265,LOW_CONFIDENCE,NONE,0,3,,,0,2026-09-05T08:08:00+00:00,2026-09-05T08:08:00+00:00
RC_000805,PAY_000805,INSUFFICIENT_FUNDS,99900,PENDING_ASSESSMENT,0.25,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.8294,,NONE,2,3,,,0,2026-09-05T08:10:00+00:00,2026-09-05T08:10:00+00:00
RC_000806,PAY_000806,BANK_DECLINE,79900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: bank decline.,0.8441,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T15:31:00+00:00,2026-09-05T15:31:00+00:00
RC_000807,PAY_000807,TIMEOUT,999900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: timeout.,0.8153,,NONE,1,3,,,0,2026-09-05T14:08:00+00:00,2026-09-05T14:08:00+00:00
RC_000808,PAY_000808,AUTHENTICATION_FAILURE,999900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: authentication failure.,0.8469,,NONE,0,3,,,0,2026-09-05T15:33:00+00:00,2026-09-05T15:33:00+00:00
RC_000809,PAY_000809,AUTHENTICATION_FAILURE,149900,PENDING_ASSESSMENT,0.75,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: authentication failure.,0.9302,,NONE,0,3,,,0,2026-09-05T15:35:00+00:00,2026-09-05T15:35:00+00:00
RC_000810,PAY_000810,UNKNOWN,149900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: unknown.,0.9203,,NONE,1,3,,,0,2026-09-05T14:00:00+00:00,2026-09-05T14:00:00+00:00
RC_000811,PAY_000811,AUTHENTICATION_FAILURE,249900,PENDING_ASSESSMENT,0.65,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: authentication failure.,0.8461,,NONE,1,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000812,PAY_000812,CUSTOMER_ABANDONMENT,99900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: customer abandonment.,0.8772,,NONE,0,3,,,0,2026-09-05T15:30:00+00:00,2026-09-05T15:30:00+00:00
RC_000813,PAY_000813,INSUFFICIENT_FUNDS,49900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.7799,,NONE,1,3,,,0,2026-09-05T00:02:00+00:00,2026-09-05T00:02:00+00:00
RC_000814,PAY_000814,TIMEOUT,2499900,PENDING_ASSESSMENT,0.75,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: timeout.,0.8769,,NONE,0,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000815,PAY_000815,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: bank decline.,0.9312,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:07:00+00:00,2026-09-04T14:07:00+00:00
RC_000816,PAY_000816,AUTHENTICATION_FAILURE,999900,PENDING_ASSESSMENT,0.65,HIGH,CREATE_PAYMENT_LINK,upi,Synthetic scenario: authentication failure.,0.8784,,NONE,0,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000817,PAY_000817,INSUFFICIENT_FUNDS,599900,PENDING_ASSESSMENT,0.1,HIGH,STOP,upi,Synthetic scenario: insufficient funds.,0.9687,RECOVERY_WINDOW_EXPIRED,NONE,3,3,,,0,2026-09-03T16:07:00+00:00,2026-09-03T16:07:00+00:00
RC_000818,PAY_000818,BANK_DECLINE,49900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.7487,,NONE,0,3,,,0,2026-09-05T08:05:00+00:00,2026-09-05T08:05:00+00:00
RC_000819,PAY_000819,BANK_DECLINE,199900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.883,,NONE,0,3,,,0,2026-09-05T14:08:00+00:00,2026-09-05T14:08:00+00:00
RC_000820,PAY_000820,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,card,Synthetic scenario: bank decline.,0.7457,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:06:00+00:00,2026-09-04T14:06:00+00:00
RC_000821,PAY_000821,AUTHENTICATION_FAILURE,399900,PENDING_ASSESSMENT,0.75,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: authentication failure.,0.8757,,NONE,0,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000822,PAY_000822,TIMEOUT,399900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: timeout.,0.7934,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:06:00+00:00,2026-09-03T16:06:00+00:00
RC_000823,PAY_000823,BANK_DECLINE,2499900,PENDING_ASSESSMENT,0.55,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.7738,,NONE,0,3,,,0,2026-09-04T17:01:00+00:00,2026-09-04T17:01:00+00:00
RC_000824,PAY_000824,BANK_DECLINE,249900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8604,,NONE,0,3,,,0,2026-09-05T00:03:00+00:00,2026-09-05T00:03:00+00:00
RC_000825,PAY_000825,INVALID_PAYMENT_DETAILS,2499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,upi,Synthetic scenario: invalid payment details.,0.7994,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:06:00+00:00,2026-09-04T14:06:00+00:00
RC_000826,PAY_000826,GATEWAY_FAILURE,79900,PENDING_ASSESSMENT,0.85,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.7791,,NONE,0,3,,,0,2026-09-05T14:06:00+00:00,2026-09-05T14:06:00+00:00
RC_000827,PAY_000827,CUSTOMER_ABANDONMENT,199900,PENDING_ASSESSMENT,0.6,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: customer abandonment.,0.7298,,NONE,0,3,,,0,2026-09-05T15:38:00+00:00,2026-09-05T15:38:00+00:00
RC_000828,PAY_000828,GATEWAY_FAILURE,249900,PENDING_ASSESSMENT,0.85,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: gateway failure.,0.8731,,NONE,1,3,,,0,2026-09-05T15:37:00+00:00,2026-09-05T15:37:00+00:00
RC_000829,PAY_000829,CUSTOMER_ABANDONMENT,249900,PENDING_ASSESSMENT,0.55,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: customer abandonment.,0.7463,,NONE,2,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000830,PAY_000830,TIMEOUT,2499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,netbanking,Synthetic scenario: timeout.,0.7849,RECOVERY_WINDOW_EXPIRED,NONE,3,3,,,0,2026-09-03T16:00:00+00:00,2026-09-03T16:00:00+00:00
RC_000831,PAY_000831,INVALID_PAYMENT_DETAILS,2499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,wallet,Synthetic scenario: invalid payment details.,0.8659,LOW_CONFIDENCE,NONE,0,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000832,PAY_000832,RISK_REJECTION,299900,PENDING_ASSESSMENT,0.02,MEDIUM,STOP,wallet,Synthetic scenario: risk rejection.,0.8645,RISK_REJECTED,NONE,0,3,,,0,2026-09-05T00:03:00+00:00,2026-09-05T00:03:00+00:00
RC_000833,PAY_000833,BANK_DECLINE,2499900,PENDING_ASSESSMENT,0.45,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.8849,,NONE,0,3,,,0,2026-09-05T15:33:00+00:00,2026-09-05T15:33:00+00:00
RC_000834,PAY_000834,BANK_DECLINE,999900,PENDING_ASSESSMENT,0.1,HIGH,STOP,card,Synthetic scenario: bank decline.,0.8051,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:01:00+00:00,2026-09-04T14:01:00+00:00
RC_000835,PAY_000835,GATEWAY_FAILURE,399900,PENDING_ASSESSMENT,0.85,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: gateway failure.,0.8164,,NONE,0,3,,,0,2026-09-05T15:35:00+00:00,2026-09-05T15:35:00+00:00
RC_000836,PAY_000836,GATEWAY_FAILURE,99900,PENDING_ASSESSMENT,0.95,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: gateway failure.,0.9063,,NONE,0,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000837,PAY_000837,INSUFFICIENT_FUNDS,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,netbanking,Synthetic scenario: insufficient funds.,0.773,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:06:00+00:00,2026-09-03T16:06:00+00:00
RC_000838,PAY_000838,BANK_DECLINE,999900,PENDING_ASSESSMENT,0.45,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.7674,,NONE,0,3,,,0,2026-09-04T17:04:00+00:00,2026-09-04T17:04:00+00:00
